temperatura_motor_c,vibracion_mm_s,corriente_amperios,horas_operacion,presion_aceite_psi,eficiencia_energetica_pct,ruido_acustico_db,tipo_falla,desgaste_rodamiento_micras,falla_inminente
80.9338338223854,0.36518239275153075,8.911467476778572,4802.687044722031,47.556805437661026,94.09378466795279,58.04412232889472,Sin Falla,44.170523363832906,0
80.4982568254382,0.5101783265791104,10.036340262164671,5134.687036650389,58.10908269321525,93.94981346263833,60.97443638926085,Sin Falla,50.57341871083112,0
117.21148570082285,0.5362045243956185,10.141743013877512,10140.053563162914,34.406047486167395,86.15598367405566,72.07267729847662,Falla por Sobrecalentamiento,176.03914848999113,1
93.72794158529206,0.4953001289962271,10.21499324937965,7410.924936015021,52.34881667540453,91.86377605285654,87.24847788254303,Falla por Vibración,238.54742045308421,1
72.9624415264109,0.37472856475549654,9.96765569748374,7490.6318797949725,43.768640438678375,93.99937062751675,55.67739222739527,Sin Falla,70.83799592226195,0
93.0713124887164,1.9356312301518175,13.06226511065507,7229.389260992222,37.066258651391735,86.86057855809047,59.94498616057416,Falla por Sobrecalentamiento,120.96756686188392,1
86.58310447156994,0.8096629670671147,0.0,5957.346257818746,53.339283386472,90.5939464929644,70.67536821945924,Falla Eléctrica,89.00282847285263,1
90.3837399178042,0.6835353323627942,9.044179724674121,3907.0113201688214,55.0017705252486,94.91366214175328,60.65051899645916,Sin Falla,32.23348089526344,0
102.86473250140682,2.461591074537546,6.2416059910023955,2550.1648157691825,56.42872095986981,82.80256921505176,64.62380539858255,Falla Eléctrica,44.18297538793304,1
78.82706433312427,0.39079955881562983,10.289928642647567,7821.761655211697,52.09392209039029,95.76996873133523,59.65700879922352,Sin Falla,84.16582977954315,0
74.48205341392115,0.46048276758766266,9.828560569221217,1609.7344192600451,52.69553511365469,94.40729717704289,64.10818488287195,Sin Falla,17.558671473379015,0
79.55132152856386,0.630373409658391,9.69588674627762,2839.0782137636984,47.065076150532505,96.08450053029092,59.566345899555714,Sin Falla,34.316597294833684,0
81.35789418597686,0.5127977213847537,10.128599485177963,4869.962782560332,50.388104020111456,94.34523022437605,56.28341702354979,Sin Falla,57.85334694975963,0
78.54153125103362,0.33205738500664833,10.01722050585292,871.1193010610336,55.69620494406571,96.15469376671672,58.2516014599717,Sin Falla,5.267720843384163,0
80.27862456144348,0.6073071973161867,9.228599242395177,7610.883234380107,49.794660522000754,96.63925651674175,60.440378628410265,Sin Falla,72.90809981833257,0
89.23318498023833,0.4245537844172985,9.793889627487765,4007.316716833694,48.03639928700507,94.6665137190303,57.545971845422926,Sin Falla,45.37716752736668,0
81.63463686882082,0.5132986386442157,10.160392862966342,2865.0542609381123,57.9136452567806,95.81002723850612,59.12972250407593,Sin Falla,17.408059936882847,0
83.7312678301361,0.6244598626818761,9.29659249525123,1022.3084318734848,49.21989124945867,94.73286251405824,61.16199907992338,Sin Falla,10.008962423357254,0
78.2567393279607,0.5558158208910294,10.31683051238703,7915.3115663404415,52.459219151774285,94.48136200251543,57.16113360690998,Sin Falla,76.38691065420542,0
79.68660451363414,0.2340451297689678,9.761177208697998,5038.223266223576,50.90588270051529,96.07292961450734,62.44110120786247,Sin Falla,56.456953196510604,0
102.19072059517859,1.9561523437187998,10.591933029240035,10311.81750281835,41.34153227887649,84.01854905503954,63.12916285913889,Falla por Sobrecalentamiento,199.12434202758865,1
81.94289302265481,0.5892544198753347,10.254304186616721,1343.2355084642923,46.80190348511696,94.92432892734294,58.17482360364475,Sin Falla,19.86709151522502,0
87.50379895317155,0.5420954606735204,9.805826530849421,5920.677092810556,56.19266040455723,94.67683233429752,59.746671945304676,Sin Falla,56.90874443431816,0
72.40315017022994,0.5766803899287472,10.183809920104855,6341.657674774358,55.020325656868955,94.54900598297068,61.253754127058045,Sin Falla,64.67159446349432,0
82.93428546900135,0.7809946664326318,9.930301399668384,5697.810011565819,53.531554889553014,95.45624948852853,60.80033921040099,Sin Falla,58.171789742114974,0
92.29416144164551,0.6919619915343631,19.33316508064077,5650.367065022391,51.314968510263,90.88534091430165,86.7812800235396,Falla Eléctrica,86.46573877994729,1
84.58930973527389,0.6016812979296361,10.149079232995263,6620.975176414167,47.6118075868381,93.57712309218844,60.35352420650053,Sin Falla,71.34834550803934,0
81.24110293150169,0.3168931361128762,9.353246187397952,5737.498193481425,50.41896106869605,94.96973694240302,61.34694559231646,Sin Falla,62.03945871078329,0
96.49692311244746,0.6875196567043796,11.188791710826319,5992.159696854166,39.95967303821177,84.89202977414658,67.67844774940377,Falla por Sobrecalentamiento,80.08507202901617,1
77.77248739299614,0.49916059717564304,9.664942399772883,6361.06416420856,53.19612881677881,96.27785665503052,63.6960803835417,Sin Falla,69.03302926637204,0
75.68004615160092,0.3774367053397714,9.969498014072308,7588.06688130392,53.50136236400989,95.54303227928965,60.783396032020946,Sin Falla,74.58268520399285,0
85.54351790291454,0.6552874002085629,10.424805994258106,488.2722837268986,53.866590275618904,94.63750099711793,59.23861075240981,Sin Falla,6.925776575088572,0
81.80697802754207,0.6191397019432741,9.36533475172665,2217.178408386586,49.86423709410699,95.33627788924757,61.76212437476133,Sin Falla,19.381117785578606,0
116.05799100901798,2.3730272679713957,10.071932823894555,10091.58065701697,38.169725248644944,97.86289952223466,72.10303737954335,Falla por Sobrecalentamiento,186.89587051650676,1
109.11178700678713,1.0325048860114694,11.043831652519941,9447.82343369411,51.82811102858834,87.4332260294635,68.9868630271983,Falla por Sobrecalentamiento,174.28983635457138,1
76.73335383713145,0.5751641254909767,9.633421901445002,2798.406057549387,50.49996745207953,93.82907510619255,59.3997424263436,Sin Falla,25.474100774587843,0
81.54416506299482,0.6808991774820223,9.752517259815964,3600.01581541777,49.77696401072443,93.67220132652056,60.648691422389845,Sin Falla,43.469798872388694,0
84.770008817466,0.17409956809789456,10.833612055775568,3310.024624613766,45.80276471544657,93.69222343485234,58.12833754041887,Sin Falla,38.54839386068346,0
90.8162736165273,0.32776050668710727,9.631614932026189,4341.187257370685,50.80754276076548,94.47903144876891,61.59700267581444,Sin Falla,51.435547635181116,0
90.21665411703563,1.8412402044598848,11.223062622660724,13088.410318154798,40.23731827609671,93.75644105783464,85.92467816584282,Falla por Vibración,457.1595501913736,1
76.75361227466996,0.12056598834585458,10.012605433770041,5416.764513680549,43.902938707104845,95.61346016567184,60.093274733131935,Sin Falla,48.40023248236227,0
89.07815568075146,1.094530474019957,11.28443205658105,5811.684830064439,40.19157105959409,90.48190823264423,78.34973869534839,Falla por Sobrecalentamiento,124.2632497819744,1
84.59158303001156,0.4505828320479363,9.576820140056514,6161.1438138578615,55.800079243143074,93.67635042915782,61.06160316734546,Sin Falla,57.30422099125718,0
87.66369456501289,0.6216212409739673,9.156327826444645,6672.338179335612,53.65544064461506,94.96007353662664,60.591331102964,Sin Falla,67.64397878499697,0
80.07344097364599,0.7980913998846212,10.272110176170173,7105.969161804777,51.98137985705465,94.86225893961208,57.1835464633851,Sin Falla,79.45256143979157,0
84.6783919657373,0.8035409328844458,10.595853748553532,5956.338795971022,44.054106542783856,92.14996989068281,59.209906295660865,Sin Falla,64.5377314286499,0
92.51215840010319,0.16050952762308646,13.178783807386855,9660.30791691739,28.390246269920517,86.65479454055959,61.64357875442949,Falla por Sobrecalentamiento,191.16930228260424,1
79.0182507545751,0.4904713138076967,9.806319017723595,6460.237676716257,48.112363551411676,95.79271101773367,56.45244973559496,Sin Falla,70.78482432808345,0
102.23531512321082,0.454208784500177,19.087329805323606,6509.2695970801215,43.37644059799414,95.86511495693868,76.68056161966697,Falla Eléctrica,59.79506490293319,1
92.04153871996027,2.225172248190126,12.51788296422811,12959.91197433669,43.90943229825044,100.14710090774399,68.61319574813103,Falla por Vibración,472.41676270999847,1
84.38681145287836,0.49318831731016427,9.725899850916614,227.38470634049764,49.35513548576315,95.7226748248883,59.234832314555135,Sin Falla,7.0899797328746725,0
114.25835230651643,0.6436606196520666,11.492744301534339,4889.732600017723,38.4352541052062,94.79692611615371,73.94564890726733,Falla por Sobrecalentamiento,92.24441990745477,1
79.86743062275391,0.26552137869550146,9.858430551628116,3387.671476608646,42.48028528838985,94.35827285634787,59.152197855334805,Sin Falla,26.916798332101084,0
71.19595594009613,0.5140058561414977,9.711039611583645,7385.564213423395,49.658562384758724,94.31326760443265,60.233323502339005,Sin Falla,71.16201073250174,0
93.00841557090197,0.728150934073907,10.148288469265152,921.2790697078776,50.29794144485405,96.14648715873304,59.45274477921346,Sin Falla,11.054550716283632,0
77.3712248915962,0.41113036112706586,10.513493131659866,7727.591554054655,57.1639031165742,95.87278741446961,58.42384749219266,Sin Falla,76.51582101238306,0
80.92340152932454,1.0889356559654488,9.321241230079032,1104.1106487888492,53.76355610714357,95.40582408667382,59.37920772704897,Sin Falla,12.684518235370906,0
77.2484742307729,0.36975609021854505,9.490152340145572,2504.029975384828,51.844833917094135,96.05610125166999,62.715239266100276,Sin Falla,24.56893616769345,0
93.16191032418695,0.5545447823937452,9.015538428791958,2630.360065724266,49.02129888667592,95.84958453104662,57.16024567145814,Sin Falla,20.951997913983476,0
74.96991309250149,0.5252982007950091,10.551938671658128,6863.613613757816,49.35754906786644,94.33266661878352,59.68915513494448,Sin Falla,68.74863807880536,0
85.34717600244328,1.0791699883093326,11.981507630991306,7968.263119531319,38.13538246359342,94.80880456670111,73.22490247566597,Falla por Sobrecalentamiento,137.92969760398256,1
82.29590039614219,0.46226916709332566,9.55737565693789,3981.510412105834,48.55104822178148,94.61996315371064,56.280673918900405,Sin Falla,34.68389224454384,0
80.48838049274416,0.3363550354677203,10.200240693253164,3943.213849286141,45.964956548207994,95.73994405137931,59.613318100640754,Sin Falla,37.494681918334244,0
82.52897246332934,0.7556123472219006,9.415414917148274,13516.135470088837,37.821381516510435,73.29732129541273,81.88477015499029,Falla por Vibración,484.09932850642525,1
76.77440122697438,0.4206420983980558,10.346361377558429,631.548442079965,47.070799854008605,93.52887359462648,59.379206392488065,Sin Falla,6.346141672975784,0
82.35707778193202,0.5215082701013377,10.2956746208792,5732.812905707752,52.08779630282255,93.59644137043634,62.03707485530079,Sin Falla,59.4929936972957,0
78.00181907192699,0.5433085494237535,10.276694491537214,3335.531325373823,45.981531900414026,96.6639862798081,59.7958872187423,Sin Falla,30.2130998079615,0
90.29005170740561,1.2305922706398145,11.934068487183177,7717.775649589996,28.523353112765207,88.1542474637847,64.14500493590636,Falla por Sobrecalentamiento,121.86956490880769,1
89.09007811150062,1.5047709441264703,11.669944711051484,8926.318391840996,28.531488616276476,82.49928791864482,69.65981964283277,Falla por Sobrecalentamiento,170.05587105769868,1
76.0755084345888,0.6367044083262082,10.422901436281464,3088.945895292911,48.843520277262925,95.78020172118607,60.15415722276299,Sin Falla,20.26932357353485,0
88.0799872973858,0.5368780894418674,12.03807894559528,10156.780131001527,56.914463141174835,82.04278669729706,79.20441245656382,Falla por Vibración,371.24164434870164,1
95.3944040422762,0.38406834982645865,10.576795171658462,4536.5966109263345,50.27713037491977,95.75978723695307,62.795688614062996,Sin Falla,48.72975004526046,0
83.31065337260523,0.4875341641056958,10.015015739582042,4648.760521866247,56.31589228837494,94.96795762931951,59.72091591414419,Sin Falla,41.53935038784065,0
91.96630697364319,2.3242934940870286,11.407834189178523,4570.02148257092,40.479702861565656,92.7297048031972,58.48686881784279,Falla por Sobrecalentamiento,118.87424616812457,1
86.90024416472721,1.4958726370043611,11.457143752339661,11820.922940190027,40.85204321135349,84.58309481739936,66.2576690431901,Falla por Sobrecalentamiento,231.3088694659665,1
97.67843694668112,1.6693049760006735,13.055678424627795,6796.101666169829,43.69913188645668,87.37330910982854,73.04269687048293,Falla por Vibración,229.1329141233852,1
82.85445255346583,0.6660621003930459,10.591746833444963,1841.7167998950217,49.31684115549274,96.28279496883899,59.39546121583495,Sin Falla,5.961360958192916,0
81.53649760438304,0.38059612147947663,9.527246560028635,5507.039352447529,51.869262043667284,95.19540322128331,59.897528328935614,Sin Falla,60.83495980549934,0
83.7615975131274,2.3183141097332705,11.15473846028129,8186.187046394848,44.06486728535766,85.73077957505893,86.55681513155352,Falla por Vibración,287.0926492527861,1
83.72538833524298,0.2945949427436565,8.824804366004317,10762.467908600962,42.59997644223136,96.10846339224008,87.52726152652966,Falla por Vibración,414.44921399383577,1
85.63282514773879,0.7492205248592028,10.275398786136831,5706.92296992806,45.92547523556722,95.74458639847313,59.38057837638686,Sin Falla,58.49206365165324,0
92.8985466882716,0.3680278469746919,10.25224162819151,838.8089764234851,53.49012816549065,95.26076681748306,61.591727624682456,Sin Falla,9.630815289829787,0
121.27893634276136,0.9342503058502429,10.69278432251556,10357.014328214253,42.356614404322556,80.74918416481648,63.78448847668565,Falla por Sobrecalentamiento,172.98125791327658,1
105.28256887801496,0.9554487355041505,12.0947086401639,2426.6463187087115,50.263812939240324,95.17909615384134,72.15407173880901,Falla Eléctrica,28.94962250813796,1
83.0394825485827,0.5827214412859285,9.956282335611409,904.5933946248236,48.48710595256213,96.15350284978155,58.05434421483409,Sin Falla,2.510442224252575,0
76.59007876001101,0.7165448005203221,10.375549727253656,1820.4683339637913,50.37285708455255,94.21583614164017,56.79763760237685,Sin Falla,16.580973664228043,0
71.20630256788442,0.7937521181330891,10.55066147886788,2470.5299549529755,47.819774285353944,94.9511701640663,60.84107341180814,Sin Falla,21.345712997204803,0
79.13526970038288,0.4044038379456808,9.128889153682362,1323.2571847997965,52.90338340701028,93.67099236277654,56.456206635507115,Sin Falla,19.497862899217537,0
84.26216667398111,0.7565920058872888,10.468957768755327,1775.441776071284,46.70286574533538,94.75211988092134,61.65184716606131,Sin Falla,17.801394533592088,0
85.94196636724043,0.5390420759874329,9.901859674306031,2238.400473983676,54.206027977757365,94.00847295889537,59.32844276451915,Sin Falla,26.460625573881835,0
76.04762772277344,0.8618923132419374,9.313570274259469,5216.988429922834,49.33520091684488,94.1664017170336,60.842494757381964,Sin Falla,49.33084508830782,0
86.33455574593312,0.4793827228058462,9.559465831669353,454.3984052589644,53.68110379114662,94.22745788815776,58.0229419842682,Sin Falla,0.0,0
79.72207664544773,0.47558106408915585,10.055686300920026,6489.515611559091,54.40034767069693,94.20654027011653,60.672999577641804,Sin Falla,62.4098936814125,0
67.64177749936356,0.3766370101426699,10.688248225009769,4398.595415508497,51.562268361076136,96.63721164470286,57.011472941867524,Sin Falla,47.180738226148705,0
77.18766612052866,0.42691571538296713,9.751214580807396,6154.175116403383,52.910525247703575,95.97787227221114,60.83160545144089,Sin Falla,66.67218836883386,0
82.53917878144811,0.6943807672794522,8.89082611997446,620.0557625689149,45.77873841564795,95.34541418164386,58.83366856548809,Sin Falla,5.598070556192352,0
77.7055786856553,0.3112242633986998,10.382939139740307,7513.73635924222,53.259142133617516,95.96695664534482,60.47546345581197,Sin Falla,73.78989481390227,0
102.78873764700376,2.350132655498737,11.668206631456101,14907.508192992434,51.51645057252188,83.73586558907064,94.22261361837798,Falla por Vibración,498.5735837297366,1
83.50154939704495,0.5298422220194742,9.988860510408143,3305.143951029487,51.583518049746765,94.71537449574632,59.79198154455061,Sin Falla,36.3506875708177,0
69.38052137845096,0.31484766921801166,10.106287015316108,3633.691774395545,48.90415742538835,95.972443997918,60.801283276679676,Sin Falla,36.524734500861015,0
79.30205185922414,0.32155000113644583,10.443095594292398,973.2910138377861,49.20322210021276,92.05685843452827,60.64649437506712,Sin Falla,7.9991606833366475,0
76.73688010348805,0.29284330952693377,10.043348849707199,6480.848715448051,51.01329829716381,93.48010720038101,63.03684406130436,Sin Falla,52.420956561335416,0
84.2882981160101,0.320954475236528,10.214158346187618,4156.791147259983,51.507499088387874,95.08797354712917,60.97835670127559,Sin Falla,39.39393800573874,0
95.47472107416384,1.4603196156786336,13.422224560269452,4075.801050093572,37.86762156575402,86.59393768855855,74.37623506460986,Falla por Sobrecalentamiento,73.58992778481115,1
81.33026543567448,1.1529252633149023,10.902751361878602,14228.082387097462,39.88018768739387,82.57695119218748,84.40620505503036,Falla por Vibración,536.4277455260136,1
73.8711716849883,0.6463725079017064,10.258473257874185,1371.7770103302605,53.14519966344062,96.48547736927254,60.51777503142541,Sin Falla,19.240158622489936,0
74.73292218413172,0.16916509143513964,10.67829169291399,6417.56570982205,46.60355257785198,93.97624405229215,63.35290992382932,Sin Falla,57.346677457965775,0
87.61562038634828,0.5527172311312374,10.25574978768093,6283.690826585956,51.0124462241792,94.16149938361605,62.20999440360883,Sin Falla,55.45108618429765,0
89.15729382927177,0.48355852941112537,9.962167197837084,6229.334015102017,51.358269056230085,96.48374391020371,62.98027504419968,Sin Falla,64.35375747537746,0
99.93949900915504,2.319937233492751,11.364398760099117,10444.024890078907,31.502077461253727,83.53209516010995,68.67759001395898,Falla por Sobrecalentamiento,186.11314867987872,1
79.43835975154585,0.5833406699005173,10.087643389466962,2066.9175033747833,51.772233006530975,95.94531177123586,59.14192550381467,Sin Falla,16.73056286742024,0
82.91964092662982,0.4654398928691349,8.901936089450027,5386.317828725321,54.42533709292957,96.16441174053527,58.02711900180151,Sin Falla,52.373431463187096,0
81.59890967071269,0.4798254823397401,8.786803964732396,7216.005283360786,48.63440328555152,92.55929598522492,62.78166709635329,Sin Falla,70.88701290353845,0
81.12046240905208,0.6548819306512486,9.737060162052398,1982.8639639611758,50.005930534267435,95.01186267918078,62.55656189491897,Sin Falla,21.60018654720606,0
100.40642442799668,0.0,11.52935221313661,7298.261827049324,47.08886729127433,81.2185243203681,91.21501291571047,Falla por Vibración,277.7262631097343,1
94.18215078266198,0.6189020958667709,11.266544002189239,6139.499250212889,55.55335044189265,87.39180447603434,54.693473417443094,Falla por Vibración,199.19903726046599,1
82.58829510234561,0.7425818862452935,9.50242575907331,5810.429710811677,48.34823879899788,94.68184149838207,61.7375966766111,Sin Falla,58.28115419355997,0
75.47841687447796,0.4262545721551929,9.474345044180328,7888.879932136851,48.020754076238106,94.1223826431371,61.7731589855153,Sin Falla,76.11583311920575,0
80.48060388470492,0.44240430920714724,9.39135865388976,1689.2843350821477,47.34187925906487,94.92714231115895,57.18207850641592,Sin Falla,14.8626975787579,0
82.0689954872575,0.7222495103693898,10.589256344899212,482.86743655899636,48.60143416416133,94.83072556166738,59.91701779084524,Sin Falla,0.0,0
91.90047192360794,1.6859825645980082,0.0,4366.809321696353,44.96587329106801,94.880054127345,78.79856292255126,Falla Eléctrica,65.96038271882213,1
81.35925990132901,0.9102488108095743,18.885123699793454,7724.557083784577,38.20409195632011,88.16428692914154,77.34067968381287,Falla Eléctrica,97.75907513359603,1
82.6460467950104,1.4630179996146668,10.29567017282104,9181.276685122357,46.83550200912445,85.00348605688137,64.85312894396772,Falla por Sobrecalentamiento,179.07877725292127,1
113.50826702294405,0.8515619363292359,12.398726774013644,7424.74301299955,32.637131069544594,91.43775359796247,62.86644754107367,Falla por Sobrecalentamiento,126.0213970427421,1
82.78905153175931,0.45181358508231323,10.191717515701821,6466.656156014186,53.22086583172271,94.44472691198683,57.002729005701575,Sin Falla,71.15614408844567,0
86.38832447894212,0.5400689976517226,10.266003099410971,1341.9106800999386,47.608659301325055,96.22885655020056,58.64333074132902,Sin Falla,12.20722951047383,0
107.49461352371047,1.427539008815263,11.750514203755596,11342.365008885437,46.86698585577702,83.19823473928943,67.25910733250885,Falla por Sobrecalentamiento,215.3684525772997,1
87.73752600665031,0.2716461220673163,9.996477507259723,1997.197608573912,44.74707327678431,93.5580896438882,61.56631131202635,Sin Falla,18.84857657758977,0
98.2836741705918,1.38863118360046,12.573340176863546,11178.71172455015,38.89199182448037,90.55338068929403,59.85872976142413,Falla por Sobrecalentamiento,206.59182210985654,1
83.19296229388686,0.6210683894955965,10.748715841589814,6267.3883900341125,52.95155703081844,95.33271932958519,57.097547402197684,Sin Falla,68.54769290150631,0
92.8667990162493,0.310975285224113,10.074681741135594,396.47639450124467,49.65632171758244,95.21771820108717,61.019027127859374,Sin Falla,12.19153870636617,0
79.72115461171147,0.5934066835850402,9.55611524423073,5450.67542205171,46.096672200825964,95.51060069041031,56.17768134947902,Sin Falla,54.59790920620268,0
76.74199826197092,0.4545230325748587,10.955709543569862,2714.226649663542,51.21816836728424,95.40000000561356,60.56407242092444,Sin Falla,24.503997615743735,0
83.95515973521523,0.5169905615806647,9.758219258076732,7437.2310275233895,50.88569772512181,94.3389749453725,58.368180929702895,Sin Falla,83.90976363800024,0
87.42036269722152,1.3199214432364141,11.768166949821973,11181.641811780642,51.09567912218624,82.60263040212728,72.27184660174711,Falla por Sobrecalentamiento,214.23832448832812,1
81.21669724661346,0.39641884215256107,9.360484631890106,7180.428060125473,51.320179787069435,95.28121168258407,64.08026777199383,Sin Falla,76.68497405158934,0
83.62883311949346,0.35084759380872316,9.857922451035602,7473.963703485293,46.59793944219513,94.68017372211125,58.579969114216894,Sin Falla,72.32524843839725,0
75.05704446424541,0.5143016299161962,10.906703849257712,1623.4329106437403,48.14551865394912,94.43571014728099,61.11148435608578,Sin Falla,12.830451274811502,0
77.04214305582084,0.5763087534844901,10.180830530623508,7702.470654101534,50.12277424618677,95.46107803229644,58.77171293750563,Sin Falla,81.83575943392083,0
87.7496720250877,0.4394527305137005,10.221501065223688,3513.33155202628,52.052489625826865,96.53919720017491,60.13147532009457,Sin Falla,39.71033037268748,0
81.68801331037601,0.29811936147901774,9.079961127747124,2766.0686611324777,49.33465578885159,95.11770741846095,62.35400127358067,Sin Falla,22.738621380448716,0
98.56059011269502,0.7699260663317621,12.356048094775513,4303.3355525890665,53.35046465040564,86.48453640154138,63.01121108670323,Falla por Sobrecalentamiento,78.03121023755007,1
91.35346428902199,0.1555728570294143,9.388552490222217,4544.977840931665,50.924876190916464,95.6072890151017,58.46706713796043,Sin Falla,53.45431836876123,0
83.8075084367297,0.8018376554540397,12.058232106878304,4157.7578576345,30.028852011686702,74.0851978382839,70.62396287750661,Falla por Sobrecalentamiento,65.9995929686433,1
86.23042596248814,0.6481001774883652,10.514728740799178,4079.3835332606545,58.339890872670665,97.0024274676448,60.64956318822023,Sin Falla,36.47168376423886,0
79.8265755630661,0.633557474527968,9.514937869810177,7416.92459267555,50.436281652217275,94.62261348253779,60.415084589777486,Sin Falla,78.87734099451296,0
79.62777042116916,0.46214697468105687,9.065091830233918,7852.928340506112,50.28386313400807,94.9844369111297,58.57972678632524,Sin Falla,74.77344730694173,0
85.1128521600482,0.5694809438148685,9.783613058205805,7666.356599592158,57.32366516741574,93.01005373017888,59.138007599560375,Sin Falla,77.22347565902787,0
115.52996931857075,2.6188242740904557,16.648640340446143,8097.6061834086595,48.970105022529,87.38839222541047,66.69986282954608,Falla Eléctrica,124.74192267320932,1
77.09738275097638,0.6834624600642988,9.709991833673158,5070.8316247655075,50.929180337408006,95.25219485423429,60.452476177334844,Sin Falla,53.25775248726105,0
87.59601524311589,2.2883883559320584,13.30765358515359,10981.409374503906,53.34783238729105,91.09575663412525,79.7244356706395,Falla por Vibración,403.18039994419445,1
77.09159543025677,0.5065272002965199,9.705053841122195,6514.545164887333,51.29705814260102,94.40172066580216,56.56213917409231,Sin Falla,63.986109115744384,0
85.677828200903,0.48194282540696026,9.41097956631181,1400.0718615917458,52.146479290308456,95.07800741847886,61.0617343241343,Sin Falla,20.08433607840719,0
84.65227743942197,3.221192686873019,12.582656395682402,11923.7766739203,42.97170722898909,92.06849153013128,81.44270080761574,Falla por Vibración,474.0573961883855,1
85.52762966478991,0.6056759809737084,9.696176827313264,6890.073507436694,47.153141516693964,96.45384023712188,61.86762085214999,Sin Falla,69.9972796400272,0
86.3577754749708,0.5010199766839997,9.958141020075393,6638.121064658311,45.50245639412691,95.54458240079363,60.61809367004807,Sin Falla,63.71198742750852,0
81.88454692936682,0.6171819006085753,23.47306828597772,3417.7112661527517,50.7143186017911,90.42896419033276,75.36778226025173,Falla Eléctrica,43.39896583647201,1
85.70167176852146,3.6064501276507848,10.705406625942143,12411.548717576892,39.226220409201005,84.89683877992138,81.6412349512019,Falla por Vibración,455.31212416407396,1
74.37678954081065,0.8346950219288949,9.798462005467485,7555.754419474913,50.28057048931583,95.60794756700575,59.30495011496228,Sin Falla,73.7028886767108,0
80.3223720740506,0.4921393324133796,9.6187403804267,7680.777966112948,52.12237313259314,93.62759026243869,62.394357062923824,Sin Falla,86.12212526813038,0
81.90098925502981,0.6791164104571059,9.478711152664712,4780.6984854936,49.49509873048507,94.21985611861223,59.807575475918846,Sin Falla,44.06652994069268,0
72.57551015775049,0.3354046208550734,10.01365668992572,1289.8265292413012,51.19840811780656,93.94467584140754,62.95544059060415,Sin Falla,14.579580048342489,0
79.83436513563102,0.6676098223853691,9.630314296270482,720.2279607835178,49.15849383976515,94.46202147117805,59.13914460239857,Sin Falla,11.33454516212899,0
98.49776100907314,1.0378495305607505,10.63947613201876,7145.971718336302,30.69597713773245,90.24471359096499,66.78855950910805,Falla por Sobrecalentamiento,115.64935512226972,1
80.96024558245016,0.49073537002098067,9.965938287416023,6014.510184482828,58.000715666960026,94.13557329466428,61.30133525758417,Sin Falla,56.4358860397859,0
85.4039036277731,0.5693091339877845,9.724724034145757,179.3711503331696,52.427338372194136,94.53969323742564,57.50087017615199,Sin Falla,0.9425925434757998,0
84.78044434524104,0.0,13.219466066737397,11111.014934748648,46.881953705731334,89.8096371809795,78.28928782313902,Falla por Vibración,400.1120247602771,1
